num	date	subjStartTime	trialNum	stimName	flipLeft	inView	response	rt
4	2021.11.25	21:46:08	9	social/irretrievably.jpg	true	true	right	0.136
4	2021.11.25	21:46:08	10	social/enlightened.jpg	true	true	right	0.284
4	2021.11.25	21:46:08	11	inanimate/smallholders.jpg	false	true	right	0.349
4	2021.11.25	21:46:08	12	inanimate/tides.jpg	true	true	right	0.235
4	2021.11.25	21:46:08	13	social/wear.jpg	false	true	right	1.911
4	2021.11.25	21:46:08	14	inanimate/diamonds.jpg	false	true	left	2.163
4	2021.11.25	21:46:08	15	social/buses.jpg	true	true	right	1.367
4	2021.11.25	21:46:08	16	social/solids.jpg	false	true	right	1.377
4	2021.11.25	21:46:08	17	social/detecting.jpg	true	true	right	2.239
4	2021.11.25	21:46:08	18	social/contractor.jpg	false	true	right	1.118
4	2021.11.25	21:46:08	19	inanimate/simulators.jpg	false	true	left	1.546
4	2021.11.25	21:46:08	20	social/diamonds.jpg	false	true	left	0.319
4	2021.11.25	21:46:08	21	social/eroding.jpg	true	true	left	0.272
4	2021.11.25	21:46:08	22	inanimate/trails.jpg	true	true	right	0.143
4	2021.11.25	21:46:08	23	social/aprons.jpg	false	true	left	0.01
4	2021.11.25	21:46:08	24	inanimate/fragrant.jpg	true	true	right	0.023
4	2021.11.25	21:46:08	25	social/water.jpg	false	true	right	0.21
4	2021.11.25	21:46:08	26	social/undercarriage.jpg	false	true	left	0.044
4	2021.11.25	21:46:08	27	social/gentle.jpg	false	true	left	0.266
4	2021.11.25	21:46:08	28	inanimate/uneven.jpg	false	true	left	0.081
4	2021.11.25	21:46:08	29	inanimate/wharf.jpg	false	true	left	0.111
4	2021.11.25	21:46:08	30	inanimate/wanderer.jpg	false	true	left	0.425
4	2021.11.25	21:46:08	31	social/straw.jpg	false	true	left	0.592
4	2021.11.25	21:46:08	32	social/stagecoach.jpg	true	true	right	0.297
4	2021.11.25	21:46:08	33	social/clambering.jpg	true	true	right	0.062
4	2021.11.25	21:46:08	34	social/ethnic.jpg	false	true	left	0.085
4	2021.11.25	21:46:08	35	social/fountain.jpg	true	true	right	0.33
4	2021.11.25	21:46:08	36	inanimate/observational.jpg	true	true	right	0.504
4	2021.11.25	21:46:08	37	inanimate/vocals.jpg	true	true	right	0.892
4	2021.11.25	21:46:08	38	social/departmental.jpg	false	true	left	0.362
4	2021.11.25	21:46:08	39	inanimate/straw.jpg	false	true	right	0.22
4	2021.11.25	21:46:08	40	inanimate/infected.jpg	true	true	left	0.24
4	2021.11.25	21:46:08	41	inanimate/aristocracy.jpg	true	true	right	0.251
4	2021.11.25	21:46:08	42	social/international.jpg	true	true	left	15.256
4	2021.11.25	21:46:08	43	inanimate/cake.jpg	true	true	right	1.622
4	2021.11.25	21:46:08	44	social/inmates.jpg	false	true	right	0.057
4	2021.11.25	21:46:08	45	inanimate/russet.jpg	false	true	left	0.14
4	2021.11.25	21:46:08	46	inanimate/nicotine.jpg	false	true	left	0.202
